 t   |   price | forecast |   budget |   â‚¬.flow |    value |  net.Val | shares | action | reward | state               
 247 |   624.0 |    665.1 |   1448.0 |   -752.1 |    624.0 |   -128.1 |    1.0 | sell   |   -1.0 | LOSE_GOUP_YESHAVE_PRED_NOK
 248 |   601.8 |    676.0 |   2072.0 |   -128.1 |      0.0 |   -128.1 |    0.0 | buy    |    0.0 | LOSE_GOUP_NOTHAVE_PRED_NOK
 249 |   611.2 |    677.9 |   1470.2 |   -729.8 |    611.2 |   -118.6 |    1.0 | sell   |   -1.0 | LOSE_GOUP_YESHAVE_PRED_OOK
 250 |   644.4 |    681.7 |   2081.5 |   -118.6 |      0.0 |   -118.6 |    0.0 | buy    |    0.0 | LOSE_GOUP_NOTHAVE_PRED_OOK
 251 |   644.4 |    694.1 |   1437.1 |   -763.0 |    644.4 |   -118.6 |    1.0 | sell   |   -1.0 | LOSE_GOUP_YESHAVE_PRED_OOK
 252 |   652.5 |    704.6 |   2081.5 |   -118.6 |      0.0 |   -118.6 |    0.0 | buy    |    0.0 | LOSE_GOUP_NOTHAVE_PRED_OOK
 253 |   673.6 |    714.0 |   1428.9 |   -771.1 |    673.6 |    -97.5 |    1.0 | sell   |   -1.0 | LOSE_GOUP_YESHAVE_PRED_OOK
 254 |   663.5 |    726.6 |   2102.5 |    -97.5 |      0.0 |    -97.5 |    0.0 | buy    |    0.0 | LOSE_GOUP_NOTHAVE_PRED_NOK
 255 |   677.5 |    732.7 |   1439.0 |   -761.0 |    677.5 |    -83.5 |    1.0 | sell   |   -1.0 | LOSE_GOUP_YESHAVE_PRED_OOK
 256 |   662.5 |    740.2 |   2116.5 |    -83.5 |      0.0 |    -83.5 |    0.0 | buy    |    0.0 | LOSE_GOUP_NOTHAVE_PRED_NOK
 257 |   648.5 |    741.0 |   1454.0 |   -746.0 |    648.5 |    -97.5 |    1.0 | sell   |   -1.0 | LOSE_GOUP_YESHAVE_PRED_NOK
 258 |   660.2 |    736.8 |   2102.5 |    -97.5 |      0.0 |    -97.5 |    0.0 | buy    |    0.0 | LOSE_GOUP_NOTHAVE_PRED_OOK
 259 |   668.0 |    737.1 |   1442.3 |   -757.8 |    668.0 |    -89.8 |    1.0 | sell   |   -1.0 | LOSE_GOUP_YESHAVE_PRED_OOK
 260 |   745.2 |    741.0 |   2110.3 |    -89.8 |      0.0 |    -89.8 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 261 |   792.0 |    769.2 |   1365.0 |   -835.0 |    792.0 |    -43.0 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 262 |   794.8 |    807.9 |   2157.0 |    -43.0 |      0.0 |    -43.0 |    0.0 | buy    |    0.0 | LOSE_GOUP_NOTHAVE_PRED_NOK
 263 |   794.8 |    837.0 |   1362.3 |   -837.8 |    794.8 |    -43.0 |    1.0 | sell   |   -1.0 | LOSE_GOUP_YESHAVE_PRED_OOK
 264 |   933.0 |    855.3 |   2157.0 |    -43.0 |      0.0 |    -43.0 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 265 |   969.0 |    917.0 |   1224.0 |   -976.0 |    969.0 |     -7.0 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 266 |   897.0 |    978.3 |   2193.0 |     -7.0 |      0.0 |     -7.0 |    0.0 | buy    |    0.0 | LOSE_GOUP_NOTHAVE_PRED_OOK
 267 |   863.5 |    986.9 |   1296.0 |   -904.0 |    863.5 |    -40.5 |    1.0 | sell   |   -1.0 | LOSE_GOUP_YESHAVE_PRED_NOK
 268 |   879.5 |    971.0 |   2159.5 |    -40.5 |      0.0 |    -40.5 |    0.0 | buy    |    0.0 | LOSE_GOUP_NOTHAVE_PRED_OOK
 269 |   929.5 |    963.4 |   1280.0 |   -920.0 |    929.5 |     +9.5 |    1.0 | sell   |  +10.0 | LOSE_GOUP_YESHAVE_PRED_OOK
 270 |   909.5 |    978.7 |   2209.5 |     +9.5 |      0.0 |     +9.5 |    0.0 | buy    |    0.0 | WINN_GOUP_NOTHAVE_PRED_NOK
 271 |   832.0 |    983.8 |   1300.0 |   -900.0 |    832.0 |    -68.0 |    1.0 | sell   |   -1.0 | LOSE_GOUP_YESHAVE_PRED_NOK
 272 |   876.0 |    956.4 |   2132.0 |    -68.0 |      0.0 |    -68.0 |    0.0 | buy    |    0.0 | LOSE_GOUP_NOTHAVE_PRED_OOK
 273 |   728.5 |    957.9 |   1256.0 |   -944.0 |    728.5 |   -215.5 |    1.0 | sell   |   -1.0 | LOSE_GOUP_YESHAVE_PRED_NOK
 274 |   795.5 |    911.7 |   1984.5 |   -215.5 |      0.0 |   -215.5 |    0.0 | buy    |    0.0 | LOSE_GOUP_NOTHAVE_PRED_OOK
 275 |   795.5 |    907.4 |   1189.0 |  -1011.0 |    795.5 |   -215.5 |    1.0 | sell   |   -1.0 | LOSE_GOUP_YESHAVE_PRED_OOK
 276 |   918.5 |    907.9 |   1984.5 |   -215.5 |      0.0 |   -215.5 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 277 |   943.8 |    954.8 |   1066.0 |  -1134.0 |    943.8 |   -190.2 |    1.0 | sell   |   -1.0 | LOSE_GOUP_YESHAVE_PRED_NOK
 278 |   919.5 |   1000.7 |   2009.8 |   -190.2 |      0.0 |   -190.2 |    0.0 | buy    |    0.0 | LOSE_GOUP_NOTHAVE_PRED_NOK
 279 |   881.5 |   1017.9 |   1090.3 |  -1109.8 |    881.5 |   -228.2 |    1.0 | sell   |   -1.0 | LOSE_GOUP_YESHAVE_PRED_NOK
 280 |   987.0 |   1006.8 |   1971.8 |   -228.2 |      0.0 |   -228.2 |    0.0 | buy    |    0.0 | LOSE_GOUP_NOTHAVE_PRED_OOK
 281 |   931.5 |   1037.0 |    984.8 |  -1215.2 |    931.5 |   -283.8 |    1.0 | sell   |   -1.0 | LOSE_GOUP_YESHAVE_PRED_NOK
 282 |   936.5 |   1033.7 |   1916.3 |   -283.8 |      0.0 |   -283.8 |    0.0 | buy    |    0.0 | LOSE_GOUP_NOTHAVE_PRED_OOK
 283 |   949.8 |   1029.1 |    979.8 |  -1220.2 |    949.8 |   -270.5 |    1.0 | sell   |   -1.0 | LOSE_GOUP_YESHAVE_PRED_OOK
 284 |  1005.8 |   1030.2 |   1929.5 |   -270.5 |      0.0 |   -270.5 |    0.0 | buy    |    0.0 | LOSE_GOUP_NOTHAVE_PRED_OOK
 285 |  1044.5 |   1055.0 |    923.8 |  -1276.2 |   1044.5 |   -231.8 |    1.0 | sell   |   -1.0 | LOSE_GOUP_YESHAVE_PRED_OOK
 286 |  1193.5 |   1089.2 |   1968.3 |   -231.8 |      0.0 |   -231.8 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 287 |  1193.5 |   1182.4 |    774.8 |  -1425.2 |   1193.5 |   -231.8 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 288 |  1082.0 |   1243.1 |   1968.3 |   -231.8 |      0.0 |   -231.8 |    0.0 | buy    |    0.0 | LOSE_GOUP_NOTHAVE_PRED_OOK
 289 |  1117.2 |   1209.8 |    886.3 |  -1313.8 |   1117.2 |   -196.5 |    1.0 | sell   |   -1.0 | LOSE_GOUP_YESHAVE_PRED_OOK
 290 |  1116.0 |   1199.5 |   2003.5 |   -196.5 |      0.0 |   -196.5 |    0.0 | buy    |    0.0 | LOSE_GOUP_NOTHAVE_PRED_NOK
 291 |  1175.2 |   1193.6 |    887.5 |  -1312.5 |   1175.2 |   -137.2 |    1.0 | sell   |   -1.0 | LOSE_GOUP_YESHAVE_PRED_OOK
 292 |  1219.8 |   1221.8 |   2062.8 |   -137.2 |      0.0 |   -137.2 |    0.0 | buy    |    0.0 | LOSE_GOUP_NOTHAVE_PRED_OOK
 293 |  1240.0 |   1264.9 |    843.0 |  -1357.0 |   1240.0 |   -117.0 |    1.0 | sell   |   -1.0 | LOSE_GOUP_YESHAVE_PRED_OOK
 294 |  1168.0 |   1299.8 |   2083.0 |   -117.0 |      0.0 |   -117.0 |    0.0 | buy    |    0.0 | LOSE_GOUP_NOTHAVE_PRED_NOK
 295 |  1250.0 |   1272.3 |    915.0 |  -1285.0 |   1250.0 |    -35.0 |    1.0 | sell   |   -1.0 | LOSE_GOUP_YESHAVE_PRED_OOK
 296 |  1313.0 |   1295.7 |   2165.0 |    -35.0 |      0.0 |    -35.0 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 297 |  1361.5 |   1348.9 |    852.0 |  -1348.0 |   1361.5 |    +13.5 |    1.0 | sell   |  +10.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 298 |  1391.5 |   1408.8 |   2213.5 |    +13.5 |      0.0 |    +13.5 |    0.0 | buy    |    0.0 | WINN_GOUP_NOTHAVE_PRED_NOK
 299 |  1410.2 |   1457.0 |    822.0 |  -1378.0 |   1410.2 |    +32.2 |    1.0 | sell   |  +10.0 | LOSE_GOUP_YESHAVE_PRED_OOK
 300 |  1337.5 |   1487.1 |   2232.3 |    +32.2 |      0.0 |    +32.2 |    0.0 | buy    |    0.0 | WINN_GOUP_NOTHAVE_PRED_NOK
 301 |  1414.5 |   1442.9 |    894.8 |  -1305.2 |   1414.5 |   +109.2 |    1.0 | sell   |  +10.0 | LOSE_GOUP_YESHAVE_PRED_OOK
 302 |  1434.5 |   1454.6 |   2309.3 |   +109.2 |      0.0 |   +109.2 |    0.0 | buy    |    0.0 | WINN_GOUP_NOTHAVE_PRED_OOK
 303 |  1434.5 |   1474.1 |    874.8 |  -1325.2 |   1434.5 |   +109.2 |    1.0 | sell   |  +10.0 | LOSE_GOUP_YESHAVE_PRED_OOK
 304 |  1532.2 |   1477.8 |   2309.3 |   +109.2 |      0.0 |   +109.2 |    0.0 | buy    |    0.0 | WINN_DOWN_NOTHAVE_PRED_OOK
 305 |  1492.8 |   1537.8 |    777.0 |  -1423.0 |   1492.8 |    +69.8 |    1.0 | sell   |  +10.0 | LOSE_GOUP_YESHAVE_PRED_OOK
 306 |  1613.5 |   1541.5 |   2269.8 |    +69.8 |      0.0 |    +69.8 |    0.0 | buy    |    0.0 | WINN_DOWN_NOTHAVE_PRED_OOK
 307 |  1815.5 |   1603.7 |    656.3 |  -1543.8 |   1815.5 |   +271.8 |    1.0 | sell   |  +10.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 308 |  1629.0 |   1774.8 |   2471.8 |   +271.8 |      0.0 |   +271.8 |    0.0 | buy    |    0.0 | WINN_GOUP_NOTHAVE_PRED_OOK
 309 |  1702.0 |   1722.1 |    842.8 |  -1357.2 |   1702.0 |   +344.8 |    1.0 | sell   |  +10.0 | LOSE_GOUP_YESHAVE_PRED_OOK
 310 |  1750.0 |   1687.4 |   2544.8 |   +344.8 |      0.0 |   +344.8 |    0.0 | buy    |    0.0 | WINN_DOWN_NOTHAVE_PRED_OOK
 311 |  1574.5 |   1693.7 |    794.8 |  -1405.2 |   1574.5 |   +169.2 |    1.0 | sell   |  +10.0 | LOSE_GOUP_YESHAVE_PRED_OOK
 312 |  1744.0 |   1570.5 |   2369.3 |   +169.2 |      0.0 |   +169.2 |    0.0 | buy    |    0.0 | WINN_DOWN_NOTHAVE_PRED_OOK
 313 |  1721.0 |   1592.8 |    625.3 |  -1574.8 |   1721.0 |   +146.2 |    1.0 | sell   |  +10.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 314 |  1660.8 |   1614.3 |   2346.3 |   +146.2 |      0.0 |   +146.2 |    0.0 | buy    |    0.0 | WINN_DOWN_NOTHAVE_PRED_OOK
 315 |  1661.2 |   1576.3 |    685.5 |  -1514.5 |   1661.2 |   +146.8 |    1.0 | sell   |  +10.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 316 |  1552.5 |   1548.9 |   2346.8 |   +146.8 |      0.0 |   +146.8 |    0.0 | buy    |    0.0 | WINN_DOWN_NOTHAVE_PRED_OOK
 317 |  1569.5 |   1473.8 |    794.3 |  -1405.8 |   1569.5 |   +163.8 |    1.0 | sell   |  +10.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 318 |  1614.8 |   1446.9 |   2363.8 |   +163.8 |      0.0 |   +163.8 |    0.0 | buy    |    0.0 | WINN_DOWN_NOTHAVE_PRED_NOK
 319 |  1657.8 |   1475.0 |    749.0 |  -1451.0 |   1657.8 |   +206.8 |    1.0 | sell   |  +10.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 320 |  1770.5 |   1527.1 |   2406.8 |   +206.8 |      0.0 |   +206.8 |    0.0 | buy    |    0.0 | WINN_DOWN_NOTHAVE_PRED_NOK
 321 |  1723.2 |   1628.6 |    636.3 |  -1563.8 |   1723.2 |   +159.5 |    1.0 | sell   |  +10.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 322 |  1728.2 |   1651.6 |   2359.5 |   +159.5 |      0.0 |   +159.5 |    0.0 | buy    |    0.0 | WINN_DOWN_NOTHAVE_PRED_NOK
 323 |  1728.2 |   1645.1 |    631.3 |  -1568.8 |   1728.2 |   +159.5 |    1.0 | sell   |  +10.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 324 |  1665.0 |   1630.9 |   2359.5 |   +159.5 |      0.0 |   +159.5 |    0.0 | buy    |    0.0 | WINN_DOWN_NOTHAVE_PRED_OOK
 325 |  1570.0 |   1575.3 |    694.5 |  -1505.5 |   1570.0 |    +64.5 |    1.0 | sell   |  +10.0 | LOSE_GOUP_YESHAVE_PRED_OOK
 326 |  1570.0 |   1481.7 |   2264.5 |    +64.5 |      0.0 |    +64.5 |    0.0 | buy    |    0.0 | WINN_DOWN_NOTHAVE_PRED_OOK
 327 |  1469.5 |   1440.8 |    694.5 |  -1505.5 |   1469.5 |    -36.0 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 328 |  1410.2 |   1378.7 |   2164.0 |    -36.0 |      0.0 |    -36.0 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 329 |  1243.5 |   1320.2 |    753.8 |  -1446.2 |   1243.5 |   -202.8 |    1.0 | sell   |   -1.0 | LOSE_GOUP_YESHAVE_PRED_OOK
 330 |  1323.8 |   1212.7 |   1997.3 |   -202.8 |      0.0 |   -202.8 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 331 |  1392.8 |   1207.2 |    673.5 |  -1526.5 |   1392.8 |   -133.8 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 332 |  1332.2 |   1265.9 |   2066.3 |   -133.8 |      0.0 |   -133.8 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 333 |  1314.8 |   1281.5 |    734.0 |  -1466.0 |   1314.8 |   -151.2 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 334 |  1245.2 |   1280.6 |   2048.8 |   -151.2 |      0.0 |   -151.2 |    0.0 | buy    |    0.0 | LOSE_GOUP_NOTHAVE_PRED_OOK
 335 |  1245.2 |   1244.6 |    803.5 |  -1396.5 |   1245.2 |   -151.2 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 336 |  1246.5 |   1227.9 |   2048.8 |   -151.2 |      0.0 |   -151.2 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_NOK
 337 |  1327.8 |   1226.7 |    802.3 |  -1397.8 |   1327.8 |    -70.0 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 338 |  1286.5 |   1278.3 |   2130.0 |    -70.0 |      0.0 |    -70.0 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 339 |  1283.0 |   1287.5 |    843.5 |  -1356.5 |   1283.0 |    -73.5 |    1.0 | sell   |   -1.0 | LOSE_GOUP_YESHAVE_PRED_OOK
 340 |  1254.0 |   1286.0 |   2126.5 |    -73.5 |      0.0 |    -73.5 |    0.0 | buy    |    0.0 | LOSE_GOUP_NOTHAVE_PRED_NOK
 341 |  1325.8 |   1267.5 |    872.5 |  -1327.5 |   1325.8 |     -1.8 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 342 |  1284.5 |   1297.9 |   2198.3 |     -1.8 |      0.0 |     -1.8 |    0.0 | buy    |    0.0 | LOSE_GOUP_NOTHAVE_PRED_OOK
 343 |  1287.2 |   1294.0 |    913.8 |  -1286.2 |   1287.2 |     +1.0 |    1.0 | sell   |  +10.0 | LOSE_GOUP_YESHAVE_PRED_OOK
 344 |  1208.5 |   1291.8 |   2201.0 |     +1.0 |      0.0 |     +1.0 |    0.0 | buy    |    0.0 | WINN_GOUP_NOTHAVE_PRED_NOK
 345 |  1173.2 |   1246.0 |    992.5 |  -1207.5 |   1173.2 |    -34.2 |    1.0 | sell   |   -1.0 | LOSE_GOUP_YESHAVE_PRED_NOK
 346 |  1178.8 |   1205.3 |   2165.8 |    -34.2 |      0.0 |    -34.2 |    0.0 | buy    |    0.0 | LOSE_GOUP_NOTHAVE_PRED_OOK
 347 |  1178.8 |   1192.7 |    987.0 |  -1213.0 |   1178.8 |    -34.2 |    1.0 | sell   |   -1.0 | LOSE_GOUP_YESHAVE_PRED_OOK
 348 |  1263.5 |   1194.0 |   2165.8 |    -34.2 |      0.0 |    -34.2 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 349 |  1205.0 |   1242.2 |    902.3 |  -1297.8 |   1205.0 |    -92.8 |    1.0 | sell   |   -1.0 | LOSE_GOUP_YESHAVE_PRED_OOK
 350 |  1181.2 |   1240.1 |   2107.3 |    -92.8 |      0.0 |    -92.8 |    0.0 | buy    |    0.0 | LOSE_GOUP_NOTHAVE_PRED_NOK
 351 |  1179.0 |   1222.5 |    926.0 |  -1274.0 |   1179.0 |    -95.0 |    1.0 | sell   |   -1.0 | LOSE_GOUP_YESHAVE_PRED_NOK
 352 |  1187.3 |   1210.6 |   2105.0 |    -95.0 |      0.0 |    -95.0 |    0.0 | buy    |    0.0 | LOSE_GOUP_NOTHAVE_PRED_OOK
 353 |  1171.7 |   1208.8 |    917.7 |  -1282.3 |   1171.7 |   -110.6 |    1.0 | sell   |   -1.0 | LOSE_GOUP_YESHAVE_PRED_NOK
 354 |  1080.0 |   1201.2 |   2089.4 |   -110.6 |      0.0 |   -110.6 |    0.0 | buy    |    0.0 | LOSE_GOUP_NOTHAVE_PRED_NOK
 355 |  1141.9 |   1152.9 |   1009.4 |  -1190.6 |   1141.9 |    -48.7 |    1.0 | sell   |   -1.0 | LOSE_GOUP_YESHAVE_PRED_OOK
 356 |  1114.2 |   1159.3 |   2151.3 |    -48.7 |      0.0 |    -48.7 |    0.0 | buy    |    0.0 | LOSE_GOUP_NOTHAVE_PRED_NOK
 357 |  1147.8 |   1152.9 |   1037.1 |  -1162.9 |   1147.8 |    -15.2 |    1.0 | sell   |   -1.0 | LOSE_GOUP_YESHAVE_PRED_OOK
 358 |  1069.2 |   1166.4 |   2184.8 |    -15.2 |      0.0 |    -15.2 |    0.0 | buy    |    0.0 | LOSE_GOUP_NOTHAVE_PRED_NOK
 359 |  1069.2 |   1139.3 |   1115.6 |  -1084.4 |   1069.2 |    -15.2 |    1.0 | sell   |   -1.0 | LOSE_GOUP_YESHAVE_PRED_OOK
 360 |  1122.0 |   1125.8 |   2184.8 |    -15.2 |      0.0 |    -15.2 |    0.0 | buy    |    0.0 | LOSE_GOUP_NOTHAVE_PRED_OOK
 361 |  1240.0 |   1145.8 |   1062.8 |  -1137.2 |   1240.0 |   +102.8 |    1.0 | sell   |  +10.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 362 |  1232.1 |   1215.2 |   2302.8 |   +102.8 |      0.0 |   +102.8 |    0.0 | buy    |    0.0 | WINN_DOWN_NOTHAVE_PRED_OOK
 363 |  1274.5 |   1250.4 |   1070.7 |  -1129.3 |   1274.5 |   +145.2 |    1.0 | sell   |  +10.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 364 |  1216.2 |   1285.4 |   2345.2 |   +145.2 |      0.0 |   +145.2 |    0.0 | buy    |    0.0 | WINN_GOUP_NOTHAVE_PRED_OOK
 365 |  1331.8 |   1266.2 |   1129.0 |  -1071.0 |   1331.8 |   +260.7 |    1.0 | sell   |  +10.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 366 |  1348.8 |   1313.0 |   2460.7 |   +260.7 |      0.0 |   +260.7 |    0.0 | buy    |    0.0 | WINN_DOWN_NOTHAVE_PRED_NOK
 367 |  1305.7 |   1345.7 |   1111.9 |  -1088.1 |   1305.7 |   +217.6 |    1.0 | sell   |  +10.0 | LOSE_GOUP_YESHAVE_PRED_OOK
 368 |  1327.9 |   1330.5 |   2417.6 |   +217.6 |      0.0 |   +217.6 |    0.0 | buy    |    0.0 | WINN_GOUP_NOTHAVE_PRED_OOK
 369 |  1284.4 |   1327.7 |   1089.7 |  -1110.3 |   1284.4 |   +174.1 |    1.0 | sell   |  +10.0 | LOSE_GOUP_YESHAVE_PRED_NOK
 370 |  1168.8 |   1297.9 |   2374.1 |   +174.1 |      0.0 |   +174.1 |    0.0 | buy    |    0.0 | WINN_GOUP_NOTHAVE_PRED_NOK
 371 |  1159.1 |   1216.5 |   1205.3 |   -994.7 |   1159.1 |   +164.4 |    1.0 | sell   |  +10.0 | LOSE_GOUP_YESHAVE_PRED_NOK
